line	baselineClassification	classification	logical	remaining	steps	patterns	givens	stalledGrid	image	incorrectStep	incorrectElimination	incorrectCandidateLoss
1221	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,NakedSingle	4.....8.5.3..........7......2.....6.....5.4......1.......6.3.7.5..2.....1.8......	417369825839125746652748319925437168781956432346812957294683571573291684168574293	-	-	-	-
1222	Unique	Unique	true	0	65	HiddenSingle,LockedCandidatesPointing,NakedSingle	27....4.6...3.1................7..3..5..4....8.....9.....4..57.6..9.......2......	273598416468321759915764328124679835759843261836215947391486572647952183582137694	-	-	-	-
1223	Unique	Unique	false	48	16	HiddenSingle,NakedSingle,LockedCandidatesPointing,FinnedXWing	..92...6....4....82.............7.1..........36......2..3..915.1...75...48....9..	..92...6.6..4....82..7..........7.1..........36......2723849156196375..4485...9..	failures/top1465-1223.png	-	-	-
1224	Unique	Unique	false	50	14	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedPair,NakedSingle	..3......47.2....8.6...5..9..7.9.81..4.....5...51.........87......3....4.8.4..2..	..3......47.2..5.8.6.7.5..9..759481.14....95...51.......4.87......3...84.8.4..2..	failures/top1465-1224.png	-	-	-
1225	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedSingle,NakedTriple,NakedPair,UniqueRectangle	....69...8....4....7....6.1........23....17.....8.613.......4..1.4.9..6..23.5....	531769284869124375472583691716935842398241756245876139957618423184392567623457918	-	-	-	-
1226	Unique	Unique	false	55	12	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,NakedQuad,FinnedXWing	....6....61...9...2....1.5..8....934..7.....6..3...2.....5......5.8....79...46...	....6....61...9...2....165..8....934..7.....6..3...27....5.....35.8.2..79...46...	failures/top1465-1226.png	-	-	-
1227	Unique	Unique	true	0	70	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction	9..2.16.5..67.......5............7.22....9.3..83.............4....6.3.2.64.5...1.	934281675126795483875364291491836752267459138583172964352917846718643529649528317	-	-	-	-
1228	Unique	Unique	true	0	66	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedTriple,NakedSingle	8.1.7..........62....5....7........1.6..43.7......9....94....5.12.8.......7....3.	841276593759431628236598417372685941968143275415729386694317852123854769587962134	-	-	-	-
1229	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,NakedSingle	4.....5.8.3..........7......2.....6.....5.4......1.......6.3.7.5..2.....1.8......	417369528839125746652748319925437861781956432346812957294683175573291684168574293	-	-	-	-
1230	Unique	Unique	false	53	10	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedQuad,FinnedXWing	..2..593.....2....1..9...5.3...5..4....4....85.81.2...2....6.754.....6....9......	..2..593.....2....1..9...5.3...5..4....4..5.85481.2...2...964754.....6....9......	failures/top1465-1230.png	-	-	-
1231	Unique	Unique	true	0	62	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle	...5.71.4.......2..3.1.......24..3..5.....7....19.......8.6....3...9..65..5...2..	826537194157849623439126578792458316543612789681973452218365947374291865965784231	-	-	-	-
1232	Unique	Unique	false	45	22	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair,NakedTriple	.....9.616..4...5.2..5....3.3..6......4..1....7....218.....812..5...........5.7..	..5..9.616..4...522..5.6.73.3..6.5..5.4..1...9763452184....8125.5...........5.7..	failures/top1465-1232.png	-	-	-
1233	Unique	Unique	true	0	67	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,ClaimingBoxLineReduction,NakedPair	.....3.8.2....4.6...15....7.37...45..6..........8......154.8..67...1......4.9...1	576923184298174365341586297837261459469357812152849673915438726723615948684792531	-	-	-	-
1234	Unique	Unique	false	34	32	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle	........1...91.5..2..74.....9...72.4.486....35....3.....1..........3.....34....18	4..3....13..91.54.21.74....1935872647486219535..493187..18.....8..13.....342...18	failures/top1465-1234.png	-	-	-
1235	Unique	Unique	true	0	71	HiddenSingle,NakedSingle,LockedCandidatesPointing,NakedPair,NakedTriple,ClaimingBoxLineReduction	4......6.....8..2...62...89....4....91...87..3........259..........93..2..4...1..	482957361193486527576231489627345918915628734348179256259814673761593842834762195	-	-	-	-
1236	Unique	Unique	false	46	19	HiddenSingle,LockedCandidatesPointing,FinnedXWing	34.6.......2.......7..3.51......5....3..1..7....4......28.5..6.......1.......7.32	3456.1....125......7..3.51...17.5....3..1..7...74.3..112835..6.7.3...1.....1.7.32	failures/top1465-1236.png	-	-	-
1237	Unique	Unique	false	52	5	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	.9....3.1..3..48.........6.3.7..8...1....29...6.7...8..7...35..2..47.1...398.....	.9....3.1..3..48.........6.3.7..8.1.1....29..96.7...8..71..35..2..47.1...398.....	failures/top1465-1237.png	-	-	-
1238	Unique	Unique	false	50	13	HiddenSingle,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedSingle,LockedCandidatesPointing,NakedQuad,XWing,FinnedXWing	.56.1...4....69.5.7.14..6...6..8...1....2...9..4..7..............8.4..16.7.8..3..	.5671...4....691577.14..6...6..8...1....2...9..4..7.......7......8.4.716.7.8..34.	failures/top1465-1238.png	-	-	-
1239	Unique	Unique	false	49	9	HiddenSingle,LockedCandidatesPointing	........31......7...65..91...78.1.6...4.5..92...4......68..4...41.9...5..79.8....	........31......7...65..91...78.1.6...4.5.192..14.....568..4..941.9...5..79.85..1	failures/top1465-1239.png	-	-	-
1240	Unique	Unique	true	0	70	HiddenSingle,LockedCandidatesPointing,NakedSingle	4.....5.8.3..........7......2.....6.....5.8......1.......6.3.7.5..2.....1.8......	417369528839125746652748319925837461741956832386412957294683175573291684168574293	-	-	-	-
1241	Unique	Unique	false	54	11	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	35.6.......2.......9..5.48......5....6..1..9....4......18.6..5.......7.......7.32	35.6.......2.......9..5.48......5.4..6..1..9....4.6...718.6.954......7...4...7.32	failures/top1465-1241.png	-	-	-
1242	Unique	Unique	false	51	10	LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,HiddenSingle,FinnedSwordfish	28...6....4..5.82..1.....9..2.4....33....5.......2.5.9..257..3.1....4...4..1..97.	28...6....4..5.82..1.....9..2.4....33....5.......2.5.9..2578.3.1.7..4...4.81..97.	failures/top1465-1242.png	-	-	-
1243	Unique	Unique	false	56	13	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,HiddenPair	.7.5.....4.....29..8..4......2.....7..9.......5..28......9....3.....7.157..65..4.	.7.5.....4.5...29..8..4......2.....7..9.......57.28...5..9....3.....7.157..65..4.	failures/top1465-1243.png	-	-	-
1244	Unique	Unique	true	0	65	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedQuad,NakedSingle	.1.6..9..4......5.....39.4......6.1..2...35...6.....72.8....4..5.3..4........7.2.	712645983439812756658739241397526814824173569165498372286951437573264198941387625	-	-	-	-
1245	Unique	Unique	false	52	8	HiddenSingle,NakedSingle,LockedCandidatesPointing,FinnedXWing	..3...1...6.2...9...2.84....19..6.7.7.8.1............5..7..3...3....2....8.75...3	..3...1...6.23..9...2.84....19.26.7.7.8.1........78.15..7..3...3....2....8.75...3	failures/top1465-1245.png	-	-	-
1246	Unique	Unique	false	58	6	LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,HiddenPair	..2...73.....972.....4....639..1........7....8..6..1.....9.3..8..4...3.5.....1.2.	..2...73.....972.....4....639..1........7....8..6..1.....9.3..8..4...3.5.....1.2.	failures/top1465-1246.png	-	-	-
1247	Unique	Unique	false	21	48	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedQuad,FinnedXWing,FinnedSwordfish,NakedSingle	4..9.31..............16...9.52....3......1.7....57.6..6....87..1.....8....92.....	46.9.31.7...7.5364.37164.89752846931846391.7....57264862.41879.1746.98...892.7416	failures/top1465-1247.png	-	-	-
1248	Unique	Unique	true	0	69	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedQuad	.8.....3...12...9..2.......6...74...9....3.7......1....3...2..1....48..3..8....56	785496132461237598329185647653874219912653874847921365534762981196548723278319456	-	-	-	-
1249	Unique	Unique	false	54	13	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction	.5....1..3..9.6.4.......3....6...41....279.5...2..1...4.7..59.....73...........6.	.5....1..3..9.6.4.......3....6...412...27965.5.2..1...4.7..59.....73........9..6.	failures/top1465-1249.png	-	-	-
1250	Unique	Unique	true	0	77	HiddenSingle,NakedSingle,LockedCandidatesPointing,NakedQuad,NakedPair	.4.....98....61..........2.5.6.7.3.....9..4...........3.....6.5.9.8..............	641327598829561734753489126586274319132958467974613852318792645495836271267145983	-	-	-	-
1251	Unique	Unique	false	50	15	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,ClaimingBoxLineReduction,XWing	...59......7.2..5......74.1.1.8.......6.3..4....9....2.5...6.794.........8....3..	...59......7.2..5....6874.1.1.8.......6.3..4....9....2.5...68794.93.8....8..593.4	failures/top1465-1251.png	-	-	-
1252	Unique	Unique	false	54	16	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,NakedQuad	....7.1..2.....96.6............126.5...4....8....5....1......9..47..9.....8..425.	....7.1..2.....96.6.....5......126.5...4....8....5...91......9.547..983...8..425.	failures/top1465-1252.png	-	-	-
1253	Unique	Unique	false	52	17	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,FinnedXWing	....4...35.1.2..4........2..8......9.1..8.....96..58.....2.6.....9..1...2..3....5	.2.14...35.1.2..4....5...21.8......9.1..8.....96..58.21..2.6.....9..12..2..3....5	failures/top1465-1253.png	-	-	-
1254	Unique	Unique	true	0	70	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedTriple	8..9.6...........7...3..9...1...2..849.5...36.2......9......54....2......31..7...	873946125149825367265371984316792458497518236528634719782169543954283671631457892	-	-	-	-
1255	Unique	Unique	false	50	13	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedSingle,FinnedXWing	6..9..2..3.....6...82.76....5..9..8...1.........72.9.5....3.....2...4..75.8.....2	6..9..2..3....26...82.765..25..9..8...1....2....72.9.5...23.85..2...4..75.8.....2	failures/top1465-1255.png	-	-	-
1256	Unique	Unique	true	0	76	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedTriple,FinnedSwordfish	.89.2.......5..4...........16...7......4...89.......2.7.....3..3..6.........9....	489726153217539468635841972162987534573412689948365721794258316321674895856193247	-	-	-	-
1257	Unique	Unique	false	37	31	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction,XWing	...92......541.8..62..7............791.....4.4.2...3...6...84.........3..8.5.7..1	1.892....7.541.8..62.87....8563....7913782.4.472651389.6...84......6..38.8.5.7..1	failures/top1465-1257.png	-	-	-
1258	Unique	Unique	true	0	67	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedSingle,NakedPair	...1..34......71.2.6.......9......6......1...3.792......4........8..52...5.31.7..	872159346493867152165234879921583467586471923347926518214798635738645291659312784	-	-	-	-
1259	Unique	Unique	false	57	4	HiddenSingle,LockedCandidatesPointing	....3.....7..5...25...4..9.4..6..9...9......13.2....7...7.948.....3..1....8....5.	....3.....7..5...25...4..9.4..6..9..79......13.2....7...7.948.....3..1....8....5.	failures/top1465-1259.png	-	-	-
1260	Unique	Unique	false	53	15	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,FinnedXWing	7.....96......5..13......8...69..3...1...8.4.97..4........6.....24.....5...8.1...	7.....96......5..13.....58...691.3...1...8.4997..4.1..1...6.....24....15...8.1...	failures/top1465-1260.png	-	-	-
1261	Unique	Unique	false	53	11	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,Swordfish	3.41...8....2.6.3..8....9....8...65.9............65..3.....3..74..7...2..2...8...	3.41...8....286.3..8....9...38...65.9.........4..65..38...23..74..7...2..2...8...	failures/top1465-1261.png	-	-	-
1262	Unique	Unique	false	56	3	HiddenSingle,LockedCandidatesPointing	..7.2..9.......5...3......1....15...4.......71.9...6......4682....2...45.2..38...	..7.2..9.......5...3..5...1....15...4.......71.9...6......4682....2...45.24.38...	failures/top1465-1262.png	-	-	-
1263	Unique	Unique	false	55	8	NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,HiddenSingle	..4.......2...8.7..7.4..5..9....1.8.83...2.........6.36..5...1...5..43......97...	..4.......2...8.7..7.4..5..9....1.8.83...2.....1...6.36..5.3.1...5..43....3.97...	failures/top1465-1263.png	-	-	-
1264	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair,UniqueRectangle,FinnedXWing	..2..6.......2.9.4..4.........8.....5.......2.8..49.533...5.6...5......87...6..3.	132496587875321964964587321213875496549613872687249153321758649456932718798164235	-	-	-	-
1265	Unique	Unique	false	30	37	HiddenSingle,LockedCandidatesPointing,FinnedXWing,NakedSingle,ClaimingBoxLineReduction	...5.3.......6.7..5.8....1636..2.......4.1.......3...567....2.8..4.7.......2..5..	7.6513..2..286.75.5.87.2.16367925...925481.....163792567.15.2.8254378......2.65..	failures/top1465-1265.png	-	-	-
1266	Unique	Unique	false	49	7	HiddenSingle	....8.......9.....9.53..486.1........4..68..2...1..69.....9..676.8..32....2...1..	....8.9.....9.....9.53.1486.16..9....49.68.12...1..69.....9..676.8.132....2...1..	failures/top1465-1266.png	-	-	-
1267	Unique	Unique	true	0	78	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedTriple	4.....3.....8.2......7........1...8734.......6........5...6........1.4...82......	475691328961832745823754196259143687347586219618927534534269871796318452182475963	-	-	-	-
1268	Unique	Unique	false	55	10	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedSingle,FinnedSwordfish	.5.....3...7.4.9.....9...7..6.78...9...3..2...1..5..4.6..1...9.7...3.8..1.2......	95.....3...7.4.9.....9...7..6.78...9.7.3..2...1..5..4.6..1...9.7...3.8..1.2......	failures/top1465-1268.png	-	-	-
1269	Unique	Unique	false	48	21	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedTriple,UniqueRectangle	...9...4681....3.7.............3....34.....18.7..19......5.......2.489....6.7..5.	...9.1.46815...397..4........183...9349....18.78.19......59......2.489....6.7..5.	failures/top1465-1269.png	-	-	-
1270	Unique	Unique	false	47	23	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedSingle,NakedTriple	...6..8.3.5..1...4..9...1....6.8.....9..673..5.....7.......9...4.1.326...3......2	...6.48.365..1...4.49...1....6.85....9..673..5....17...6...9.3.4.15326..93...6..2	failures/top1465-1270.png	-	-	-
1271	Unique	Unique	false	55	9	HiddenSingle,LockedCandidatesPointing,HiddenPair	...456....4.....2...8.1.5..81....9.3....7....6.2....18..1.6.3...3.....9....7.9...	...456....4.....2...8.1.5..81.6..9.3....7....6.2....18..1.6.3...3.....9....739...	failures/top1465-1271.png	-	-	-
1272	Unique	Unique	true	0	73	NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,HiddenSingle,NakedPair,NakedQuad,UniqueRectangle,FinnedXWing	...4....7.479...6..5...7...2..3.......4...6.8..8..4..2.....5.9.6..19..2..3.8.....	123456987847931265956287431261378549374529618598614372412765893685193724739842156	-	-	-	-
1273	Unique	Unique	false	53	6	HiddenSingle,LockedCandidatesPointing	....5..6...........95.76.8..6..194..3.............8.217....431...21........78...4	....5..6........4..95.76.8..6..1943.3....7........8.217....431...21...7....78...4	failures/top1465-1273.png	-	-	-
1274	Unique	Unique	false	51	11	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple	9...6.1.......1......2...76..23.5....8.9....2.6.....8.4.3........57..6......5.93.	9...6.1.......1.9....2...76..2385.69.8.9.6..2.69....8.4.36.......57..6......5.93.	failures/top1465-1274.png	-	-	-
1275	Unique	Unique	true	0	61	HiddenSingle,LockedCandidatesPointing,NakedSingle	.4....9....5.2...3....5..8...12.8.4......4......9.7.6..238..6.........9.65......1	146783925895426713372159486961238547287564139534917268723891654418675392659342871	-	-	-	-
1276	Unique	Unique	false	52	13	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedQuad	8.2....93....7.6.........2.5....6..8...3....57.49.....4..8......6..4......5.6..1.	8.26.4.93...27.6.........2.5..4.6..8...3.7.457.49.....4..8......6..4......576..1.	failures/top1465-1276.png	-	-	-
1277	Unique	Unique	false	54	8	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedQuad,FinnedXWing	.71..9.....5.1..3..2.....5.....2..8..1.4.86.3..6.....1.4......59...........2.3.7.	.71..9.....5.12.3..2....15.....2..8..1.4.86.3..6.....1.4......59........1.82.3.7.	failures/top1465-1277.png	-	-	-
1278	Unique	Unique	true	0	77	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedTriple,FinnedSwordfish,FinnedXWing	.1.....826...3...............9...74.3..8.2......1.....4...6.5........9...2.......	914675382652438179837921456289356741371842695546197238498263517165784923723519864	-	-	-	-
1279	Unique	Unique	false	51	13	HiddenSingle,LockedCandidatesPointing,NakedTriple,FinnedXWing	.9.2..86..8.53....5......1..6..8..9.8.5.......7.4..2....4.5.6.....8.........79.5.	.9.2..865.8.53....5....8.1..6..8.59.8.5.......7.4.52....4.5.6...5.8.......8.79.5.	failures/top1465-1279.png	-	-	-
1280	Unique	Unique	false	47	27	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedTriple,NakedQuad,FinnedXWing	.9.....7......4.35.31..2...2.716........2...4..6.....81...7.....6........743...8.	4956.3.7......4.35.31..2...247168.......2...4..643..281...7.....6..4...7.743...8.	failures/top1465-1280.png	-	-	-
1281	Unique	Unique	false	51	11	HiddenSingle,NakedSingle,LockedCandidatesPointing,FinnedXWing,NakedPair	..7..53..8.2..9..1....81......6...........18.4.9.1..2...17...6.6...2.5...3.......	..72653.88.2379..1...481......6...........18.4.9.1..2...17...6.6...2.5...3...6...	failures/top1465-1281.png	-	-	-
1282	Unique	Unique	false	50	11	HiddenSingle,LockedCandidatesPointing	..5.8......75..9.....741....143..6...6....5......1.3.........32..3.5.7..7..4....6	..5.8......75..9...3.741..5.143..6..36....5...7..1.3...5.....32..3.5.7..79.4...56	failures/top1465-1282.png	-	-	-
1283	Unique	Unique	false	54	16	HiddenSingle,LockedCandidatesPointing,NakedQuad,HiddenPair	..41..8..9.......55.......4.2.3........4...71..8.9.......613.....78...26..1...9..	..41..8..9.......55..9....4.2.3........4...71..8.9.......613..7..78.9126..1...9..	failures/top1465-1283.png	-	-	-
1284	Unique	Unique	false	51	11	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle	..2..84...7..9....9...5...7..41...6......2....18..5..........3..5......64..6.79.2	..2..8495875.9....94..5...7..41...6......2....18..5......5...3..5......64..6.7952	failures/top1465-1284.png	-	-	-
1285	Unique	Unique	false	51	14	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair	...8.7.5......2.4915.........9......8.29...6...3.7.......68...249......5.....37..	92.8.7.5...7..2.4915.........9......8.29...6...3.7.......68...249.721..52....37..	failures/top1465-1285.png	-	-	-
1286	Unique	Unique	true	0	63	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	....8..........472.75......3....5.......798.5...2..7..2...53.6.6..........86..1..	124387596836591472975462381317845629462179835589236714241753968653918247798624153	-	-	-	-
1287	Unique	Unique	true	0	65	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair	2........48..9.1...5.....6.6.5................39.257..1...8.97......2..3.....3..8	291658437486397152357241869645739281712864395839125746123586974968472513574913628	-	-	-	-
1288	Unique	Unique	true	0	70	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle	.1....8.....7....5............5...73.68......4........3..4...2.....826..7........	217653849849721365635894712921568473568347291473219586396475128154982637782136954	-	-	-	-
1289	Unique	Unique	true	0	65	LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedSingle,HiddenSingle,NakedTriple,FinnedSwordfish,NakedPair	....1..2.4..9.......9..2..38...2....6..3..5...3.4.6.1....1.985.58.....4.........6	763814925428953671159672483891725364674381592235496718342169857586237149917548236	-	-	-	-
1290	Unique	Unique	true	0	64	HiddenSingle,HiddenPair,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle,NakedPair	1.............5...2.463..8.49.3....6....7...3...5...2.7.9.6.....2..481.........62	185427639936185274274639581497312856562874913318596427759261348623748195841953762	-	-	-	-
1291	Unique	Unique	false	45	23	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedSingle	.9...54.........1...41...6....3.46....6.12....48.....5..5..3...8...7..........287	.9...54.8....4..1...41...6....3846....65128.4.48.....5..5823.4.8..47..5.4...5.287	failures/top1465-1291.png	-	-	-
1292	Unique	Unique	false	49	18	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction	.8.3...5......4.3.1.......6..7.9.3.4.6...7............3.9.4.2...14...7.....8....3	.8.3..45..9...4.3.143.....6..7.9.3.4.6..37....3....6..3.9.4.2..814..37.....8...43	failures/top1465-1292.png	-	-	-
1293	Unique	Unique	false	55	6	NakedSingle,HiddenSingle,LockedCandidatesPointing	.6......7..1.95...........8..3..94.1....3...6.8....35..2.6......17......4...1.7.9	.6......7..1.95....9......8..3..94.1....3...6.8....352.2.6......179.....4...1.7.9	failures/top1465-1293.png	-	-	-
1294	Unique	Unique	false	55	6	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,FinnedXWing	.5.4...7.8...5.3.1.6...1...2.....7..3.....25..86.......2..7.....3.92.6.4...1.....	.5.4...7.8...5.3.1.6...1...2.....7..3.....25..86.......2..7.....3.92.6.4...1...27	failures/top1465-1294.png	-	-	-
1295	Unique	Unique	false	43	23	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	.5...9...6.4..2..3....7...4.......1.8...3....769...2........7.539.1..........6...	.5...9.7.674.129.39...7...4.....8.178...37..9769..1238..6...7.53971........7.63.1	failures/top1465-1295.png	-	-	-
1296	Unique	Unique	false	56	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedQuad,XWing	..9.......2.39....6....2..1.1...7.288......5....9...6...5.........4.1....7...83.6	..9.......2.39....6....2..1.1...7.288......5....98.16...5..9......4.1....7...83.6	failures/top1465-1296.png	-	-	-
1297	Unique	Unique	true	0	67	LockedCandidatesPointing,NakedSingle,NakedPair,HiddenSingle,ClaimingBoxLineReduction,NakedTriple	..19...6......8....48.3...5..9.72.....5............7.2...8..1...864.1.73...3..4..	321945867657218394948736215839672541275184639164593782493857126586421973712369458	-	-	-	-
1298	Unique	Unique	false	53	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	...3.7...4.......86...............9.5....1.63.32...7..8...19.4...5.6.1....4.5...6	...3.76..4.......86............3..9.5...71.63.32...7..8...19345..5.6.1....4.5...6	failures/top1465-1298.png	-	-	-
1299	Unique	Unique	false	29	39	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,FinnedXWing	....1.......8..49.......867.5.......17...3...3......4.5.62........9......426.87..	8.741.532...8..4914..3..867.5.1..37.17.5.362.3..7..1455.62..98478.9..256942658713	failures/top1465-1299.png	-	-	-
1300	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle	......57..5..1...........8....7.2.3..4....6.....5.........6.4.17.2......3........	128439576957618342436275189691742835245183697873596214589367421712854963364921758	-	-	-	-
1301	Unique	Unique	false	50	14	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair	......1.6.5...9.....7.3..5.......347..5......7.4..2.......7..386...2.....8.6.57.1	......1.6.5...9..3..7.3..5.......347..5......7.4..2...5...7.638671.2..9..8.6.5721	failures/top1465-1301.png	-	-	-
1302	Unique	Unique	false	51	21	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,NakedPair,UniqueRectangle	61.8....9...3.6.........25.7.8.2...3..37..9.........6..5...78...9......5.....1...	61.8.2..9.7.3.6......17.2567.8.2...3..37..9...2.4...6..5...78...9......5...5.1...	failures/top1465-1302.png	-	-	-
1303	Unique	Unique	false	57	9	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,FinnedXWing,FinnedSwordfish	53...8.1.......5...79..6..2...7.9.....6..589.....2.........1..43........8...4.7..	53...8.1.......5...79..6.82...7.9.....6..589.....2.........1..43.......88...4.7..	failures/top1465-1303.png	-	-	-
1304	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,NakedQuad,NakedSingle	1...49....6.3.................5..1.74.2....9.3.........7.6..9........42........1.	135849672269357841748261359896524137412736598357198264574612983681973425923485716	-	-	-	-
1305	Unique	Unique	false	56	7	HiddenSingle,LockedCandidatesPointing,FinnedXWing	7......5.....52....4....38...61.....9.......7.8..3..9.2.74........9.8...4...7...6	7......5.8...52....4....38..761.....9.......7.8..3..9.2.74........9.8...4.8.7...6	failures/top1465-1305.png	-	-	-
1306	Unique	Unique	true	0	72	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,UniqueRectangle	43..5.......1....9.....7.....5.8.34....42.5..8........1....46...6...9....2......8	439658721576142839281397465715986342693421587842735916158274693367819254924563178	-	-	-	-
1307	Unique	Unique	false	46	15	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	14.3..7..8.........6...1....1.7...2.3.48.5.9........1.4.6...8....5..31.....4.2...	14.3.87..8.......1.6...1.8..1.7...2.324815697.......1.4.61..8.22.5..31....14.2...	failures/top1465-1307.png	-	-	-
1308	Unique	Unique	false	55	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,FinnedXWing,FinnedSwordfish	1.....89..8.27......5..82.7..1...4.5....1....7...5....3...........4..97..9.6.7.3.	1.....89..8.27......5..82.7..17..4.5....1.7..7...5....3...........4..97..9.6.7.3.	failures/top1465-1308.png	-	-	-
1309	Unique	Unique	false	56	2	HiddenSingle	.9...6...5....7..6..2...3....6..5..48.....79.7....2.......5..1....62...8.3...1.4.	.9...6...5....7..6..2...3....6..5..48...6.79.7....2.6.....5..1....62...8.3...1.4.	failures/top1465-1309.png	-	-	-
1310	Unique	Unique	false	49	13	HiddenSingle,NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,FinnedSwordfish	..89....3.....15..6......4.3.57..168..1..............25.4.......8..24.....36....1	.589...13.3...15..61.....4.3.57..168..1.....4........25.4......18.324..5..36..4.1	failures/top1465-1310.png	-	-	-
